Straight,EP,USP,Knot security,Diameter,Tie-down,Fast Avg,Fast Min,Moisture
,7.88,,6.15,0.487,,5.12,4.45,77
,8.10,,6.61,0.489,,5.51,4.79,
,8.09,,6.80,0.490,,6.25,6.01,
,8.07,,5.42,0.494,,6.04,5.80,
,8.15,,7.07,0.489,,6.13,5.95,
12.90,8.11,7.75,6.63,0.487,0.69,5.88,5.64,265
,8.30,,6.89,0.491,,5.83,5.46,116
,8.15,,6.79,0.493,,5.85,5.72,261
,8.25,,7.12,0.489,,5.64,5.29,
,8.16,,7.08,0.487,,5.67,5.53,
13.46,8.12,7.53,6.78,0.485,0.89,5.72,5.41,118
,8.10,,6.76,0.491,,5.92,5.75,60
,8.05,,6.45,0.482,,6.54,6.35,93
,8.26,,7.18,0.483,,6.09,6.01,
,8.40,,6.67,0.489,,6.10,5.91,
,8.26,,6.75,0.485,,6.01,5.79,
,8.23,,6.76,0.493,,6.13,5.99,
13.45,8.07,7.64,7.03,0.489,0.71,6.14,5.78,137
,8.41,,6.59,0.486,,6.06,5.66,64
,8.06,,6.83,0.489,,5.71,5.40,55
,8.20,,6.70,0.482,,6.05,5.83,237
,8.33,,7.37,0.492,,6.06,5.79,230
13.26,8.20,7.67,7.03,0.488,1.20,5.96,5.73,44
,7.99,,6.36,0.485,,5.42,5.07,141
,8.21,,7.14,0.492,,5.53,5.35,108
,8.02,,6.82,0.489,,6.47,6.08,
,8.14,,7.22,0.490,,5.37,4.91,
,8.30,,7.14,0.495,,5.68,5.53,
13.20,8.27,7.62,7.03,0.487,1.21,6.20,5.92,240
,8.42,,6.83,0.489,,5.45,4.77,161
,8.47,,6.86,0.489,,6.16,6.07,118
,8.32,,6.54,0.489,,6.15,5.90,
,8.52,,7.32,0.490,,5.66,5.35,
,8.23,,7.19,0.497,,5.85,5.66,
13.49,7.90,7.48,6.81,0.492,1.19,6.28,6.09,88
,8.20,,7.61,0.494,,6.00,5.76,89
,8.39,,6.96,0.485,,6.25,5.72,56
,8.39,,7.05,0.494,,6.20,5.88,66
,8.27,,6.85,0.489,,5.91,4.45,
,8.30,,7.20,0.488,,5.96,5.56,
13.10,7.71,7.39,6.11,0.485,0.77,5.63,5.28,43
,8.17,,7.24,0.494,,5.73,5.51,85
,7.82,,6.73,0.486,,5.69,5.53,189
,8.20,,6.99,0.497,,5.91,5.76,
,8.02,,7.03,0.487,,5.99,5.81,
,8.08,,6.87,0.487,,6.00,5.74,
13.00,8.04,7.13,6.78,0.496,1.21,5.84,5.51,201
,8.18,,6.61,0.488,,6.03,5.64,97
,7.99,,6.59,0.482,,5.44,4.53,106
,8.12,,6.20,0.492,,6.11,5.90,
,8.23,,6.09,0.489,,6.30,5.93,
,8.20,,6.37,0.492,,6.03,5.88,
13.84,8.27,7.89,6.65,0.491,0.49,6.06,5.88,94
,8.21,,6.77,0.484,,5.87,5.53,172
,8.13,,6.88,0.488,,5.65,5.30,109
,8.22,,6.94,0.488,,6.10,5.83,
,8.29,,6.78,0.478,,5.92,5.72,
,8.22,,6.32,0.492,,5.77,5.66,
13.73,8.31,7.88,6.52,0.488,0.81,6.01,5.57,79
,8.31,,6.23,0.495,,5.48,4.87,36
,8.08,,6.80,0.487,,5.71,5.34,84
,8.06,,6.78,0.485,,6.04,5.64,
,8.29,,6.85,0.486,,6.15,5.61,
13.20,8.27,7.71,7.00,0.483,0.93,5.91,5.77,129
,7.90,,6.56,0.491,,5.39,4.61,132
,8.11,,6.56,0.482,,6.02,5.82,178
,7.53,,6.09,0.478,,5.55,4.51,239
,8.28,,6.68,0.480,,5.97,5.56,155
,8.24,,6.91,0.483,,5.73,5.53,
,8.29,,6.63,0.487,,5.75,5.51,
,8.11,,6.56,0.478,,5.94,5.60,
13.08,8.19,7.52,6.98,0.488,1.04,5.54,5.17,218
,8.08,,7.00,0.487,,5.88,5.55,226
,8.27,,6.95,0.487,,5.90,5.81,109
,8.35,,6.56,0.485,,5.84,5.30,
,7.87,,6.75,0.478,,5.39,4.60,
,8.42,,5.01,0.480,,5.88,5.52,
13.42,8.01,7.45,7.13,0.486,0.67,5.90,5.39,162
,8.24,,6.18,0.489,,5.99,5.86,71
,8.18,,6.37,0.498,,6.12,5.89,50
,7.91,,6.43,0.481,,6.01,5.85,
,8.15,,6.64,0.481,,6.34,5.77,
,8.18,,6.54,0.485,,6.16,5.95,
,7.75,,6.48,0.478,,6.22,6.12,
13.32,8.21,7.60,5.92,0.488,0.91,5.98,5.69,166
,8.44,,6.07,0.479,,5.94,5.28,21
,8.16,,6.71,0.485,,5.60,5.22,89
,8.42,,7.01,0.487,,5.67,5.25,
,8.19,,6.87,0.483,,5.92,5.49,
,7.99,,7.07,0.487,,5.18,4.57,
,8.19,,6.59,0.481,,5.74,5.37,
12.89,7.92,7.29,6.82,0.491,0.95,6.02,5.71,130
,7.80,,7.17,0.493,,5.99,5.68,20
,7.93,,6.16,0.493,,5.31,4.33,20
,8.10,,6.56,0.492,,5.41,5.19,
,8.09,,6.75,0.492,,6.23,5.86,
12.71,7.82,7.32,6.83,0.490,1.24,6.02,5.78,77
,7.99,,6.80,0.490,,6.05,5.96,82
,8.01,,6.84,0.495,,5.82,5.52,214
,8.01,,6.88,0.492,,5.49,4.29,105
,7.79,,6.79,0.494,,6.02,5.74,
12.85,8.17,7.10,6.92,0.494,1.12,6.22,5.91,174
,7.95,,7.04,0.488,,6.16,5.84,227
,8.28,,6.95,0.486,,5.96,5.82,35
,8.65,,6.73,0.496,,5.94,5.77,
,7.92,,6.96,0.482,,5.99,5.75,
,8.24,,6.64,0.483,,5.34,5.08,
13.67,8.60,6.92,6.97,0.485,0.90,5.65,5.02,140
,8.14,,6.91,0.487,,6.08,5.76,222
,7.96,,6.64,0.487,,5.76,5.37,137
,8.01,,6.74,0.485,,5.55,5.49,
,8.22,,7.05,0.487,,5.89,5.56,
,8.26,,6.70,0.487,,6.23,5.63,
,8.10,,6.75,0.487,,5.63,5.39,
13.44,8.28,7.20,6.99,0.497,1.49,5.85,5.32,227
,8.21,,6.79,0.486,,5.91,4.29,20
,8.10,,8.37,0.490,,5.26,4.57,185
,7.92,,7.42,0.489,,5.74,5.55,
,8.13,,7.02,0.491,,5.58,5.42,
,8.40,,6.90,0.491,,5.68,5.45,
13.16,8.63,7.41,7.07,0.488,0.74,5.99,5.61,209
,8.36,,6.82,0.492,,5.44,5.18,174
,7.95,,6.89,0.493,,5.16,4.86,
,7.75,,6.80,0.488,,5.14,5.08,
,8.08,,7.32,0.493,,5.30,4.97,
13.11,8.34,6.94,7.00,0.490,0.90,6.17,5.91,189
,8.04,,6.88,0.494,,5.46,4.61,211
,8.24,,6.80,0.494,,5.78,5.49,146
,8.05,,6.86,0.491,,5.44,5.39,107
,8.20,,6.71,0.490,,5.59,4.72,92
,8.31,,6.62,0.494,,5.95,5.76,
12.66,7.75,7.07,6.29,0.495,0.97,5.16,4.89,122
,8.11,,6.18,0.494,,5.42,5.04,
,7.72,,7.05,0.489,,5.48,5.27,
,8.36,,7.00,0.490,,5.61,5.30,
,8.29,,6.94,0.488,,6.10,5.98,
12.53,7.50,7.06,7.34,0.489,1.07,5.51,4.71,125
,7.80,,6.80,0.487,,5.21,5.00,183
,7.81,,7.22,0.489,,5.13,4.96,49
,7.90,,6.61,0.489,,5.37,5.19,
,7.97,,6.72,0.491,,5.16,4.98,
,7.77,,6.91,0.489,,5.36,5.24,
,7.53,,6.80,0.485,,5.14,4.88,
,8.09,,6.11,0.490,,5.34,5.03,
13.06,7.76,6.99,5.55,0.490,1.12,5.34,4.99,128
,7.69,,6.99,0.499,,5.56,5.34,263
,7.96,,7.29,0.488,,5.54,5.30,
,7.93,,7.51,0.492,,5.80,5.52,
,7.99,,7.03,0.497,,5.57,5.32,
,7.73,,7.24,0.487,,5.43,5.28,
13.18,7.53,6.89,7.02,0.487,0.97,5.24,5.00,163
,7.70,,7.28,0.480,,5.60,5.37,189
,7.76,,7.67,0.484,,5.43,5.25,143
,7.42,,6.97,0.483,,5.14,4.71,134
,7.77,,6.96,0.480,,5.20,4.98,247
,7.47,,7.29,0.492,,4.99,4.82,
,7.77,,6.21,0.495,,5.33,5.04,
12.82,7.80,6.75,6.95,0.486,0.76,5.38,5.18,195
,7.88,,7.13,0.492,,5.33,4.82,158
,7.57,,7.97,0.488,,5.49,5.22,153
,7.96,,6.83,0.487,,5.34,5.10,106
,7.71,,7.21,0.488,,5.05,4.55,57
,7.79,,6.72,0.490,,5.74,5.50,
,7.91,,6.26,0.480,,5.55,5.37,
11.68,8.02,6.76,6.04,0.492,1.18,5.45,5.15,159
,8.05,,7.11,0.498,,5.34,5.10,86
,7.87,,6.72,0.482,,5.20,4.62,184
,7.83,,7.36,0.475,,5.31,4.67,89
,7.99,,6.38,0.490,,5.57,5.40,
,7.71,,6.98,0.486,,5.27,5.13,
,7.75,,6.30,0.488,,5.37,5.22,
12.83,7.87,7.50,5.64,0.491,1.17,5.28,5.07,112
,7.61,,6.02,0.497,,5.81,5.40,203
,7.87,,6.53,0.491,,5.34,5.05,118
,8.14,,7.02,0.495,,5.58,5.26,
,7.95,,6.35,0.487,,5.52,5.16,
,7.93,,6.65,0.486,,5.44,5.41,
12.70,8.06,7.66,7.12,0.492,1.02,5.87,5.59,159
,7.97,,6.67,0.491,,5.53,5.28,175
,7.73,,6.25,0.493,,5.74,5.49,148
,7.94,,6.76,0.499,,5.41,4.81,
,7.94,,7.34,0.485,,5.40,5.23,
,7.76,,6.72,0.498,,5.23,4.92,
12.64,7.97,7.15,6.64,0.487,0.67,5.42,4.64,204
,7.86,,6.74,0.485,,5.46,5.24,137
,7.95,,7.23,0.494,,5.61,5.33,100
,7.77,,7.20,0.491,,5.31,5.04,
,7.79,,6.45,0.494,,5.45,4.96,
,8.14,,6.10,0.483,,5.30,5.06,
13.00,8.10,7.17,6.47,0.497,1.30,5.55,5.37,40
,8.27,,5.80,0.496,,5.49,5.41,265
,8.27,,6.84,0.497,,5.46,5.20,80
,7.91,,6.77,0.497,,5.66,5.36,
,8.25,,6.90,0.497,,5.34,5.09,
,8.13,,6.76,0.493,,5.33,5.16,
13.10,8.17,7.08,6.97,0.488,1.04,5.46,5.24,143
,8.26,,6.90,0.477,,5.42,5.11,214
,8.23,,6.62,0.495,,5.58,4.99,139
,8.31,,7.13,0.490,,5.39,4.94,106
,7.95,,6.67,0.487,,5.52,4.89,189
,8.22,,6.70,0.486,,5.62,5.36,
12.62,7.73,6.89,6.28,0.483,0.99,5.19,4.94,92
,7.85,,6.51,0.496,,5.23,4.99,91
,7.85,,6.65,0.496,,5.19,5.09,
,8.04,,6.74,0.496,,5.27,5.14,
,8.19,,6.12,0.493,,5.62,5.19,
13.09,8.29,7.38,5.94,0.497,1.29,5.56,4.96,43
,8.05,,7.70,0.490,,5.49,5.14,56
,8.23,,6.99,0.493,,5.71,5.24,45
,8.23,,5.93,0.487,,5.40,4.72,139
,8.04,,7.23,0.482,,5.57,5.36,
,8.17,,7.07,0.486,,5.42,5.01,
13.12,8.10,7.00,6.88,0.487,1.03,5.72,5.50,170
,7.77,,6.26,0.485,,5.41,5.11,93
,7.95,,6.78,0.484,,5.32,5.14,
,7.99,,6.52,0.488,,5.26,5.08,
13.20,8.38,7.17,6.78,0.491,0.78,6.04,5.84,94
,8.35,,7.21,0.492,,6.44,6.08,
12.46,7.96,6.85,6.84,0.493,0.99,5.47,5.39,206
,8.05,,6.77,0.491,,5.51,5.35,171
,8.21,,7.16,0.489,,5.99,5.75,110
,7.95,,6.97,0.489,,5.66,5.39,
,8.75,,6.91,0.486,,5.68,5.45,
,7.98,,7.01,0.482,,5.18,5.08,
12.49,8.16,7.24,7.04,0.491,1.03,5.44,5.39,154
,8.49,,7.15,0.494,,5.58,5.34,
,8.28,,6.55,0.491,,5.36,5.12,
12.90,7.95,7.52,6.91,0.496,1.52,5.37,5.19,92
,8.58,,7.00,0.490,,5.80,5.55,
12.48,8.29,6.97,7.15,0.489,1.12,5.41,4.98,154
,8.50,,7.06,0.486,,5.62,5.44,
13.10,8.42,6.91,6.78,0.488,1.19,5.60,5.42,122
,8.03,,6.90,0.488,,5.60,5.29,170
,8.04,,6.74,0.491,,5.54,5.19,154
,7.88,,6.78,0.486,,5.67,5.34,214
,7.62,,6.20,0.489,,5.89,5.73,177
,7.86,,6.90,0.483,,5.77,5.60,
,8.20,,7.15,0.497,,5.34,5.04,
12.52,7.90,7.19,7.14,0.493,1.10,5.19,4.42,187
,8.02,,7.18,0.480,,5.56,4.90,137
,7.92,,6.68,0.490,,5.87,5.54,
,8.06,,7.39,0.496,,6.00,5.86,
,7.77,,6.93,0.479,,5.95,5.83,
,7.82,,6.77,0.490,,5.84,5.70,
12.90,8.05,7.13,7.20,0.496,1.27,6.10,5.88,152
,8.13,,7.35,0.489,,6.11,5.87,167
,8.36,,7.36,0.492,,6.12,5.94,
,8.27,,6.94,0.491,,6.31,6.02,
,8.39,,6.77,0.497,,6.08,5.71,
,8.32,,6.92,0.494,,5.96,5.60,
12.90,8.23,6.90,7.03,0.483,0.91,6.12,5.80,282
,8.32,,7.04,0.491,,5.53,5.07,253
,8.19,,6.95,0.495,,5.88,5.69,91
,8.12,,6.84,0.498,,5.69,5.36,
,8.14,,6.83,0.495,,5.61,5.25,
,8.01,,6.69,0.491,,5.79,5.65,
13.36,8.37,7.27,7.00,0.494,0.98,5.65,5.36,161
,8.28,,7.13,0.492,,5.97,5.89,183
,8.41,,7.23,0.488,,5.53,5.04,229
,8.09,,7.00,0.497,,6.13,5.86,
,8.17,,6.98,0.491,,5.97,5.73,
,8.07,,6.58,0.488,,6.10,5.37,
13.53,8.14,7.16,7.18,0.495,0.98,5.83,5.73,233
,8.35,,7.37,0.494,,5.48,5.00,86
,8.20,,6.84,0.497,,5.73,5.54,85
,8.48,,7.08,0.496,,6.02,5.76,
,8.25,,7.06,0.497,,5.71,5.62,
,8.45,,7.71,0.497,,5.57,5.26,
,8.19,,6.93,0.494,,5.62,5.46,
13.04,8.04,7.08,7.09,0.489,1.38,5.55,5.39,216
,8.12,,6.69,0.495,,6.07,5.70,157
,8.16,,6.62,0.493,,5.97,5.77,173
,8.15,,6.80,0.495,,5.81,5.65,136
,8.12,,7.04,0.488,,5.77,5.19,202
,7.89,,7.05,0.488,,5.69,5.44,
13.02,8.15,7.13,7.09,0.494,1.26,5.57,5.22,115
,8.48,,6.64,0.489,,6.04,5.65,90
,8.13,,6.83,0.492,,6.01,5.86,203
,7.92,,6.16,0.497,,5.75,4.92,
,8.30,,5.82,0.495,,6.15,4.87,
,8.36,,5.56,0.482,,6.34,5.98,
13.29,7.96,7.00,5.87,0.493,1.09,6.49,6.32,180
,8.32,,7.38,0.489,,6.16,6.03,196
,7.93,,7.00,0.488,,5.78,5.58,269
,8.42,,7.10,0.493,,6.25,5.94,159
,8.35,,6.69,0.492,,6.20,6.00,
13.36,8.02,7.21,6.59,0.496,1.23,6.11,5.80,78
,8.21,,7.29,0.493,,6.10,5.85,200
,8.08,,6.99,0.495,,5.55,4.81,
,8.23,,6.63,0.492,,5.88,5.59,
,8.41,,7.00,0.492,,5.88,5.71,
13.57,8.16,7.06,6.56,0.494,1.08,5.94,5.73,114
,8.06,,6.95,0.483,,5.57,4.98,89
,8.41,,7.04,0.486,,6.20,5.51,
,8.22,,7.09,0.488,,6.27,6.12,
,7.26,,6.68,0.488,,5.89,5.54,
13.74,7.40,7.45,7.10,0.487,0.36,5.87,5.45,179
,7.96,,6.78,0.480,,5.36,4.69,210
,7.89,,7.01,0.484,,5.77,5.40,136
,8.05,,6.96,0.480,,5.56,4.93,214
,8.09,,6.98,0.483,,5.99,5.75,
,8.33,,6.94,0.477,,5.59,4.81,
13.11,7.99,7.31,7.19,0.477,0.92,6.18,6.10,168
,8.25,,7.05,0.477,,5.50,5.12,191
,8.07,,6.94,0.471,,5.67,5.45,199
,8.14,,6.95,0.483,,5.64,5.75,152
,7.94,,6.88,0.492,,5.95,5.71,174
13.25,7.86,7.53,6.47,0.491,0.58,6.02,5.86,132
,8.02,,6.91,0.490,,6.01,5.85,114
,7.94,,7.04,0.484,,6.05,5.75,96
,8.31,,7.22,0.491,,6.06,5.87,
,7.91,,6.92,0.490,,5.67,4.82,
12.43,8.19,6.91,6.97,0.484,1.33,5.53,4.65,168
,8.22,,6.72,0.488,,5.92,5.70,84
,7.92,,6.43,0.493,,5.68,5.36,
,8.10,,6.25,0.494,,5.61,5.31,
,7.94,,6.16,0.496,,5.91,5.67,
,8.03,,6.79,0.485,,5.77,5.57,
13.16,7.74,7.22,6.71,0.487,1.03,6.08,5.76,133
,8.12,,5.80,0.491,,5.87,5.55,128
,8.45,,6.63,0.488,,5.79,5.47,138
,8.11,,6.50,0.481,,5.80,5.55,107
,7.72,,7.03,0.486,,5.64,5.51,271
13.46,7.88,7.27,6.71,0.491,1.07,5.75,5.39,259
,7.99,,6.46,0.493,,5.37,5.18,109
,8.05,,6.95,0.493,,5.40,5.17,145
,8.49,,6.57,0.494,,5.67,5.06,
,8.02,,6.54,0.496,,5.70,5.32,
13.46,8.22,7.64,6.90,0.497,0.89,5.88,5.68,149
,7.92,,6.33,0.498,,6.01,5.62,129
,8.17,,6.85,0.485,,6.12,5.93,185
,8.13,,6.78,0.488,,5.34,4.67,
,8.23,,6.95,0.490,,5.83,5.46,
,7.79,,6.91,0.493,,5.69,4.71,
12.55,8.04,7.46,6.64,0.499,1.02,5.79,5.23,210
,7.90,,6.65,0.487,,5.65,5.21,192
,8.27,,6.64,0.487,,5.71,5.48,155
,8.39,,6.67,0.489,,5.77,5.49,184
,8.19,,6.44,0.490,,5.32,4.59,164
,8.19,,6.65,0.497,,5.84,5.47,
13.49,8.09,7.17,6.66,0.487,1.19,6.03,5.67,150
,7.91,,6.84,0.493,,5.74,5.63,129
,8.18,,6.37,0.490,,6.13,5.86,
,8.47,,6.82,0.492,,6.13,6.03,
,7.95,,7.45,0.494,,5.87,5.51,
13.35,8.32,7.08,7.27,0.495,0.90,5.82,5.75,208
,7.79,,6.79,0.488,,5.47,5.15,233
,7.93,,6.47,0.493,,6.23,5.88,108
,8.16,,6.37,0.485,,6.05,5.59,
,7.88,,7.15,0.496,,6.02,5.50,
,7.95,,6.56,0.489,,5.72,5.15,
13.47,8.07,6.84,6.77,0.486,1.01,5.95,5.83,188
,8.04,,7.13,0.488,,5.29,5.14,128
,8.10,,6.91,0.497,,5.81,5.55,
,8.27,,6.32,0.495,,5.84,5.51,
,8.11,,6.65,0.497,,5.58,5.15,
,8.11,,7.12,0.492,,5.61,5.21,
13.13,8.17,6.81,7.24,0.493,0.91,5.47,4.99,141
,8.09,,6.61,0.489,,5.93,5.74,276
,8.29,,6.21,0.481,,5.77,5.56,141
,8.24,,6.81,0.491,,5.56,5.06,
,8.05,,6.41,0.492,,5.66,5.47,
13.39,8.22,7.18,6.97,0.491,1.12,5.61,5.31,177
,7.99,,6.93,0.496,,5.33,4.92,129
,7.95,,6.39,0.495,,5.91,5.75,161
,8.24,,6.56,0.491,,5.73,5.33,
,8.26,,6.17,0.486,,5.51,5.30,
,8.14,,6.69,0.496,,5.67,5.21,
13.27,7.84,7.32,6.69,0.494,1.06,5.31,4.64,128
,8.06,,6.33,0.495,,6.15,4.87,89
,7.92,,5.50,0.493,,5.53,5.47,223
,8.13,,6.49,0.492,,5.61,5.31,76
,7.81,,6.27,0.495,,5.37,5.18,
,8.01,,6.13,0.488,,6.03,5.67,
,8.01,,6.76,0.492,,6.12,5.93,
13.03,8.06,6.93,7.04,0.492,1.35,5.61,5.21,179
,8.12,,5.84,0.485,,5.87,5.75,168
,8.26,,7.08,0.488,,5.51,5.34,
,8.40,,7.06,0.492,,5.94,5.70,
,7.88,,6.57,0.485,,5.79,5.42,
13.90,8.91,7.76,6.90,0.483,2.23,6.18,5.53,128
,9.06,,6.90,0.488,,6.19,5.87,34
,8.90,,7.25,0.485,,6.14,5.22,120
,8.56,,6.66,0.494,,5.80,5.59,
,8.28,,7.47,0.488,,5.78,5.58,
,8.28,,6.90,0.487,,5.96,5.73,
13.53,8.35,7.34,7.10,0.488,1.12,5.89,5.22,183
,8.07,,6.72,0.488,,6.56,6.28,210
,8.22,,6.39,0.488,,6.39,6.06,173
,8.11,,6.31,0.487,,6.30,6.04,161
,8.42,,7.24,0.494,,5.86,5.42,
12.79,8.53,7.34,6.86,0.498,1.76,5.95,5.76,135
,8.33,,6.78,0.492,,6.29,5.97,191
,8.48,,7.37,0.489,,6.37,6.17,153
,8.20,,7.17,0.493,,6.38,6.26,
,8.37,,6.56,0.484,,6.41,6.10,
13.10,8.32,7.89,6.68,0.484,1.80,5.67,5.24,52
,8.19,,7.07,0.485,,6.57,6.14,78
,8.07,,6.89,0.484,,5.78,5.15,
,8.29,,7.21,0.499,,5.93,5.34,
13.90,8.23,7.58,6.73,0.493,1.54,6.33,5.86,105
,8.32,,7.00,0.486,,6.17,5.74,182
,8.46,,7.15,0.484,,5.57,5.29,
,8.66,,6.96,0.491,,6.07,5.88,
,8.53,,6.78,0.482,,6.11,5.91,
,8.56,,7.46,0.487,,6.51,6.26,
13.79,8.39,7.50,6.45,0.486,1.69,6.35,6.03,69
,8.06,,7.27,0.490,,6.11,6.00,221
,8.27,,6.94,0.481,,6.62,6.29,
,8.60,,7.69,0.492,,6.03,5.86,
,8.69,,6.99,0.483,,5.88,5.69,
13.31,8.42,7.47,6.88,0.493,2.57,5.50,5.33,183
,8.15,,7.03,0.491,,5.58,4.71,79
,8.16,,6.91,0.485,,5.55,5.22,83
,8.15,,7.15,0.487,,5.75,5.39,
,8.33,,6.57,0.496,,5.89,5.69,
,8.22,,7.08,0.490,,5.86,5.56,
12.85,8.07,7.04,6.91,0.491,1.83,5.61,5.45,95
,7.97,,6.52,0.492,,5.48,5.19,117
,8.14,,6.48,0.497,,5.63,5.33,61
,7.96,,6.48,0.485,,5.53,5.32,
,7.94,,6.31,0.497,,5.44,5.18,
,7.80,,6.41,0.495,,5.13,4.62,
13.19,8.56,7.53,7.09,0.490,1.74,5.85,5.22,83
,8.30,,7.33,0.485,,6.19,5.99,74
,8.33,,7.34,0.488,,5.60,5.20,78
,8.10,,7.13,0.486,,6.09,5.87,
,8.31,,7.29,0.486,,6.04,5.77,
13.43,8.41,7.34,7.33,0.486,1.54,5.67,5.26,87
,8.27,,7.10,0.484,,5.59,5.36,84
,8.08,,6.49,0.487,,5.46,5.21,124
,7.98,,6.54,0.490,,5.70,5.46,
,8.17,,6.09,0.487,,5.40,5.05,
,8.25,,6.96,0.487,,5.46,5.25,
12.95,8.19,7.36,6.96,0.492,1.50,6.16,6.02,74
,8.37,,6.57,0.488,,6.26,5.93,
,8.38,,6.73,0.490,,6.03,5.60,
,8.31,,6.56,0.487,,6.31,6.05,
13.34,8.40,7.75,6.56,0.486,0.72,6.21,5.87,20
,8.20,,7.09,0.485,,5.82,5.59,41
,8.12,,6.83,0.469,,5.66,5.47,99
,7.97,,7.25,0.489,,5.99,5.45,
,7.80,,7.17,0.488,,5.63,4.95,
13.22,8.37,7.46,7.45,0.491,0.63,5.86,5.38,57
,8.38,,7.21,0.490,,6.57,6.45,44
,8.30,,6.78,0.487,,6.90,6.65,
,8.18,,6.83,0.491,,6.56,6.31,
,8.37,,7.20,0.489,,6.15,6.01,
13.77,8.29,7.53,6.69,0.495,2.12,5.65,5.25,38
,8.17,,6.58,0.497,,6.18,5.80,33
,8.36,,6.88,0.496,,6.28,6.13,
,8.49,,6.65,0.499,,6.48,5.98,
,8.18,,6.43,0.495,,6.07,5.75,
,8.26,,6.68,0.499,,6.39,6.11,
13.59,8.33,8.09,6.44,0.493,0.85,6.49,6.05,127
,8.51,,6.69,0.495,,6.24,5.48,116
,8.34,,6.66,0.493,,6.46,6.21,108
,8.40,,6.87,0.491,,6.38,5.87,
,8.40,,7.40,0.495,,6.40,6.05,
13.43,8.22,7.63,6.49,0.494,0.96,6.70,6.27,57
,8.73,,6.38,0.498,,6.32,5.71,46
,8.39,,5.27,0.489,,6.83,6.50,
,8.64,,5.56,0.490,,6.83,6.35,
,8.39,,7.04,0.490,,6.78,6.40,
13.43,8.22,7.90,6.33,0.495,0.71,6.29,6.11,63
,8.46,,6.57,0.487,,6.10,5.80,73
,8.30,,6.85,0.496,,6.63,6.23,54
,8.75,,6.78,0.492,,6.47,6.25,
,8.32,,6.62,0.488,,6.63,6.52,
,8.27,,6.87,0.488,,6.47,6.18,
12.76,8.72,7.38,6.92,0.486,2.04,5.77,5.19,104
,8.56,,6.36,0.493,,5.80,5.55,48
,8.44,,6.67,0.495,,5.95,5.83,44
,8.77,,6.53,0.491,,6.10,5.37,
,8.49,,6.73,0.493,,6.30,5.93,
,8.46,,6.70,0.493,,6.80,6.61,
13.43,8.29,7.81,6.47,0.491,,6.31,5.97,78
,8.48,,6.76,0.488,,6.55,6.31,63
,8.37,,6.82,0.488,,6.22,6.09,274
,8.12,,6.53,0.497,,6.58,6.32,193
,8.28,,6.08,0.488,,6.33,6.11,
14.23,8.27,7.46,6.91,0.497,1.50,6.38,6.12,163
,8.29,,6.47,0.499,,6.39,6.05,72
,8.40,,6.37,0.498,,6.32,5.85,78
,8.15,,6.64,0.498,,6.49,6.11,
,8.29,,6.77,0.499,,6.41,6.24,
14.03,8.03,7.49,6.42,0.492,1.25,6.43,6.05,72
,8.58,,6.16,0.496,,6.42,6.07,51
,8.57,,7.04,0.496,,6.35,6.23,48
,8.37,,6.57,0.495,,6.62,6.11,
,8.43,,6.64,0.492,,6.48,6.23,
,8.42,,7.23,0.495,,6.40,6.06,
13.27,8.43,7.48,6.70,0.482,1.44,6.23,6.03,80
,8.43,,6.84,0.494,,6.45,6.32,61
,8.32,,6.70,0.492,,6.54,6.16,58
,8.27,,6.16,0.491,,6.49,6.12,
,8.30,,6.75,0.492,,6.57,6.44,
,8.13,,6.24,0.494,,6.47,6.24,
13.14,8.39,7.42,6.69,0.494,0.86,6.27,6.09,53
,8.34,,6.58,0.494,,5.99,5.85,112
,8.40,,6.84,0.495,,6.24,6.09,57
,8.24,,6.37,0.496,,6.25,6.16,
,8.27,,6.71,0.495,,6.29,5.82,
13.08,8.26,7.53,6.46,0.498,1.04,6.36,6.05,40
,8.09,,6.68,0.490,,6.29,5.94,23
,8.18,,6.15,0.488,,6.04,5.83,
,8.04,,6.21,0.490,,6.01,5.68,
,8.24,,6.72,0.487,,6.15,5.74,
13.69,8.18,7.46,6.61,0.496,0.73,5.93,5.69,20
,7.99,,7.03,0.494,,5.88,5.79,41
,8.06,,6.31,0.492,,5.90,5.71,25
,8.30,,6.64,0.489,,6.12,5.83,
,8.01,,6.17,0.484,,5.84,5.40,
13.28,8.09,7.08,6.61,0.483,1.13,5.84,5.48,51
,8.26,,6.98,0.490,,5.85,5.52,69
,8.37,,6.14,0.482,,6.05,5.84,30
,8.31,,6.60,0.493,,6.01,5.86,
,8.25,,6.75,0.488,,6.03,5.90,
13.11,8.19,7.18,6.59,0.489,1.09,6.34,6.16,81
,8.08,,6.81,0.489,,6.26,5.89,107
,7.76,,6.40,0.488,,5.97,5.64,
,8.04,,6.78,0.489,,5.72,5.58,
,8.34,,6.17,0.491,,5.90,5.57,
13.47,8.24,7.47,6.51,0.488,1.10,6.22,6.05,135
,8.09,,6.35,0.490,,6.32,6.18,60
,8.15,,6.72,0.490,,6.26,6.02,104
,7.72,,6.71,0.485,,6.15,5.73,
,8.22,,6.91,0.484,,6.21,5.88,
12.85,8.00,7.13,6.66,0.490,1.03,5.94,5.58,51
,8.05,,6.67,0.486,,6.41,6.06,232
,8.13,,6.75,0.495,,5.66,5.41,
,8.23,,6.79,0.486,,6.20,5.88,
,7.97,,7.09,0.490,,6.14,5.92,
,8.29,,7.00,0.496,,5.87,5.65,
